nct_id,mesh_term,mesh_type
NCT01271361,Arterial Occlusive Diseases,mesh-ancestor
NCT01271361,Vascular Diseases,mesh-ancestor
NCT01271361,Embolism and Thrombosis,mesh-ancestor
NCT01271790,Hepatitis A,mesh-list
NCT01271790,Hepatitis C,mesh-list
NCT01271790,"Hepatitis C, Chronic",mesh-list
NCT01271790,Hepatitis,mesh-list
NCT01271790,Liver Diseases,mesh-ancestor
NCT01271790,Digestive System Diseases,mesh-ancestor
NCT01271790,"Hepatitis, Viral, Human",mesh-ancestor
NCT01271790,Virus Diseases,mesh-ancestor
NCT01271790,Infections,mesh-ancestor
NCT01271790,Enterovirus Infections,mesh-ancestor
NCT01271790,Picornaviridae Infections,mesh-ancestor
NCT01271790,RNA Virus Infections,mesh-ancestor
NCT01271790,Blood-Borne Infections,mesh-ancestor
NCT01271790,Communicable Diseases,mesh-ancestor
NCT01271790,Flaviviridae Infections,mesh-ancestor
NCT01271790,"Hepatitis, Chronic",mesh-ancestor
NCT01272674,Coronary Artery Disease,mesh-list
NCT01272674,Coronary Disease,mesh-ancestor
NCT01272674,Myocardial Ischemia,mesh-ancestor
NCT01272674,Heart Diseases,mesh-ancestor
NCT01272674,Cardiovascular Diseases,mesh-ancestor
NCT01272674,Arteriosclerosis,mesh-ancestor
NCT01272674,Arterial Occlusive Diseases,mesh-ancestor
NCT01272674,Vascular Diseases,mesh-ancestor
NCT01279577,Crohn Disease,mesh-list
NCT01279577,Inflammatory Bowel Diseases,mesh-ancestor
NCT01279577,Gastroenteritis,mesh-ancestor
NCT01279577,Gastrointestinal Diseases,mesh-ancestor
NCT01279577,Digestive System Diseases,mesh-ancestor
NCT01279577,Intestinal Diseases,mesh-ancestor
NCT01280877,Peripheral Nervous System Diseases,mesh-list
NCT01280877,Optic Nerve Diseases,mesh-list
NCT01280877,Nervous System Diseases,mesh-list
NCT01280877,Optic Nerve Injuries,mesh-list
NCT01280877,Neuromuscular Diseases,mesh-ancestor
NCT01280877,Cranial Nerve Diseases,mesh-ancestor
NCT01280877,Eye Diseases,mesh-ancestor
NCT01280877,Cranial Nerve Injuries,mesh-ancestor
NCT01280877,Craniocerebral Trauma,mesh-ancestor
NCT01280877,"Trauma, Nervous System",mesh-ancestor
NCT01280877,Wounds and Injuries,mesh-ancestor
NCT01282827,Optic Nerve Diseases,mesh-list
NCT01282827,Vision Disorders,mesh-list
NCT01282827,"Vision, Low",mesh-list
NCT01282827,Cranial Nerve Diseases,mesh-ancestor
NCT01282827,Nervous System Diseases,mesh-ancestor
NCT01282827,Eye Diseases,mesh-ancestor
NCT01282827,Sensation Disorders,mesh-ancestor
NCT01282827,Neurologic Manifestations,mesh-ancestor
NCT01282918,Tachycardia,mesh-list
NCT01282918,"Tachycardia, Ventricular",mesh-list
NCT01282918,"Arrhythmias, Cardiac",mesh-ancestor
NCT01282918,Heart Diseases,mesh-ancestor
NCT01282918,Cardiovascular Diseases,mesh-ancestor
NCT01282918,Cardiac Conduction System Disease,mesh-ancestor
NCT01282918,Pathologic Processes,mesh-ancestor
NCT01285271,Coronary Disease,mesh-list
NCT01285271,Myocardial Ischemia,mesh-ancestor
NCT01285271,Heart Diseases,mesh-ancestor
NCT01285271,Cardiovascular Diseases,mesh-ancestor
NCT01285271,Vascular Diseases,mesh-ancestor
NCT01289964,Neck Pain,mesh-list
NCT01289964,Pain,mesh-ancestor
NCT01289964,Neurologic Manifestations,mesh-ancestor
NCT01293266,Acidosis,mesh-list
NCT01293266,Acid-Base Imbalance,mesh-ancestor
NCT01293266,Metabolic Diseases,mesh-ancestor
NCT01296776,"Bone Diseases, Metabolic",mesh-list
NCT01296776,Sarcopenia,mesh-list
NCT01296776,Muscular Atrophy,mesh-ancestor
NCT01296776,Neuromuscular Manifestations,mesh-ancestor
NCT01296776,Neurologic Manifestations,mesh-ancestor
NCT01296776,Nervous System Diseases,mesh-ancestor
NCT01296776,Atrophy,mesh-ancestor
NCT01296776,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01296776,Bone Diseases,mesh-ancestor
NCT01296776,Musculoskeletal Diseases,mesh-ancestor
NCT01296776,Metabolic Diseases,mesh-ancestor
NCT01297712,Polyps,mesh-list
NCT01297712,Colonic Polyps,mesh-list
NCT01297712,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01297712,Intestinal Polyps,mesh-ancestor
NCT01299324,Heart Failure,mesh-list
NCT01299324,Heart Diseases,mesh-ancestor
NCT01299324,Cardiovascular Diseases,mesh-ancestor
NCT01299948,Acquired Immunodeficiency Syndrome,mesh-list
NCT01299948,HIV Infections,mesh-list
NCT01299948,Disease Progression,mesh-list
NCT01299948,Disease Attributes,mesh-ancestor
NCT01299948,Pathologic Processes,mesh-ancestor
NCT01299948,Blood-Borne Infections,mesh-ancestor
NCT01299948,Communicable Diseases,mesh-ancestor
NCT01299948,Infections,mesh-ancestor
NCT01299948,"Sexually Transmitted Diseases, Viral",mesh-ancestor
NCT01299948,Sexually Transmitted Diseases,mesh-ancestor
NCT01299948,Lentivirus Infections,mesh-ancestor
NCT01299948,Retroviridae Infections,mesh-ancestor
NCT01299948,RNA Virus Infections,mesh-ancestor
NCT01299948,Virus Diseases,mesh-ancestor
NCT01299948,Slow Virus Diseases,mesh-ancestor
NCT01299948,Immunologic Deficiency Syndromes,mesh-ancestor
NCT01299948,Immune System Diseases,mesh-ancestor
NCT01302600,Muscular Atrophy,mesh-list
NCT01302600,"Muscular Atrophy, Spinal",mesh-list
NCT01302600,Spinal Muscular Atrophies of Childhood,mesh-list
NCT01302600,Atrophy,mesh-list
NCT01302600,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01302600,Neuromuscular Manifestations,mesh-ancestor
NCT01302600,Neurologic Manifestations,mesh-ancestor
NCT01302600,Nervous System Diseases,mesh-ancestor
NCT01302600,Spinal Cord Diseases,mesh-ancestor
NCT01302600,Central Nervous System Diseases,mesh-ancestor
NCT01302600,Motor Neuron Disease,mesh-ancestor
NCT01302600,Neurodegenerative Diseases,mesh-ancestor
NCT01302600,Neuromuscular Diseases,mesh-ancestor
NCT01302600,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT01302600,"Genetic Diseases, Inborn",mesh-ancestor
NCT01303588,Back Pain,mesh-list
NCT01303588,Low Back Pain,mesh-list
NCT01303588,Pain,mesh-ancestor
NCT01303588,Neurologic Manifestations,mesh-ancestor
NCT01304368,Neck Pain,mesh-list
NCT01304368,Pain,mesh-ancestor
NCT01304368,Neurologic Manifestations,mesh-ancestor
NCT01304992,Hypercholesterolemia,mesh-list
NCT01304992,Hyperlipidemias,mesh-ancestor
NCT01304992,Dyslipidemias,mesh-ancestor
NCT01304992,Lipid Metabolism Disorders,mesh-ancestor
NCT01304992,Metabolic Diseases,mesh-ancestor
NCT01306552,Tobacco Use Disorder,mesh-list
NCT01306552,Substance-Related Disorders,mesh-ancestor
NCT01306552,Chemically-Induced Disorders,mesh-ancestor
NCT01306552,Mental Disorders,mesh-ancestor
NCT01309178,Cystic Fibrosis,mesh-list
NCT01309178,Fibrosis,mesh-list
NCT01309178,Pathologic Processes,mesh-ancestor
NCT01309178,Lung Diseases,mesh-ancestor
NCT01309178,Respiratory Tract Diseases,mesh-ancestor
NCT01309178,Pancreatic Diseases,mesh-ancestor
NCT01309178,Digestive System Diseases,mesh-ancestor
NCT01309178,"Genetic Diseases, Inborn",mesh-ancestor
NCT01309178,"Infant, Newborn, Diseases",mesh-ancestor
NCT01313013,Depression,mesh-list
NCT01313013,Behavioral Symptoms,mesh-ancestor
NCT01316198,Macular Degeneration,mesh-list
NCT01316198,Retinal Degeneration,mesh-ancestor
NCT01316198,Retinal Diseases,mesh-ancestor
NCT01316198,Eye Diseases,mesh-ancestor
NCT01317290,Hypercholesterolemia,mesh-list
NCT01317290,Overweight,mesh-list
NCT01317290,Body Weight,mesh-ancestor
NCT01317290,Hyperlipidemias,mesh-ancestor
NCT01317290,Dyslipidemias,mesh-ancestor
NCT01317290,Lipid Metabolism Disorders,mesh-ancestor
NCT01317290,Metabolic Diseases,mesh-ancestor
NCT01318395,Hypertension,mesh-list
NCT01318395,Vascular Diseases,mesh-ancestor
NCT01318395,Cardiovascular Diseases,mesh-ancestor
NCT01319357,"Diabetes Mellitus, Type 2",mesh-list
NCT01319357,Diabetes Mellitus,mesh-ancestor
NCT01319357,Glucose Metabolism Disorders,mesh-ancestor
NCT01319357,Metabolic Diseases,mesh-ancestor
NCT01319357,Endocrine System Diseases,mesh-ancestor
NCT01320254,Cholangiocarcinoma,mesh-list
NCT01320254,Adenocarcinoma,mesh-ancestor
NCT01320254,Carcinoma,mesh-ancestor
NCT01320254,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01320254,Neoplasms by Histologic Type,mesh-ancestor
NCT01320254,Neoplasms,mesh-ancestor
NCT01321840,Endometriosis,mesh-list
NCT01323556,Disease,mesh-list
NCT01323556,Panic Disorder,mesh-list
NCT01323556,Agoraphobia,mesh-list
NCT01323556,Pathologic Processes,mesh-ancestor
NCT01323556,Anxiety Disorders,mesh-ancestor
NCT01323556,Mental Disorders,mesh-ancestor
NCT01326520,"Dermatitis, Atopic",mesh-list
NCT01326520,Dermatitis,mesh-list
NCT01326520,Skin Diseases,mesh-ancestor
NCT01326520,"Skin Diseases, Genetic",mesh-ancestor
NCT01326520,"Genetic Diseases, Inborn",mesh-ancestor
NCT01326520,"Skin Diseases, Eczematous",mesh-ancestor
NCT01326520,"Hypersensitivity, Immediate",mesh-ancestor
NCT01326520,Hypersensitivity,mesh-ancestor
NCT01326520,Immune System Diseases,mesh-ancestor
NCT01326767,"Carcinoma, Non-Small-Cell Lung",mesh-list
NCT01326767,"Carcinoma, Bronchogenic",mesh-ancestor
NCT01326767,Bronchial Neoplasms,mesh-ancestor
NCT01326767,Lung Neoplasms,mesh-ancestor
NCT01326767,Respiratory Tract Neoplasms,mesh-ancestor
NCT01326767,Thoracic Neoplasms,mesh-ancestor
NCT01326767,Neoplasms by Site,mesh-ancestor
NCT01326767,Neoplasms,mesh-ancestor
NCT01326767,Lung Diseases,mesh-ancestor
NCT01326767,Respiratory Tract Diseases,mesh-ancestor
NCT01327534,Myocardial Infarction,mesh-list
NCT01327534,Infarction,mesh-list
NCT01327534,Ischemia,mesh-ancestor
NCT01327534,Pathologic Processes,mesh-ancestor
NCT01327534,Necrosis,mesh-ancestor
NCT01327534,Myocardial Ischemia,mesh-ancestor
NCT01327534,Heart Diseases,mesh-ancestor
NCT01327534,Cardiovascular Diseases,mesh-ancestor
NCT01327534,Vascular Diseases,mesh-ancestor
NCT01328210,Metabolic Syndrome,mesh-list
NCT01328210,Syndrome,mesh-list
NCT01328210,Disease,mesh-ancestor
NCT01328210,Pathologic Processes,mesh-ancestor
NCT01328210,Insulin Resistance,mesh-ancestor
NCT01328210,Hyperinsulinism,mesh-ancestor
NCT01328210,Glucose Metabolism Disorders,mesh-ancestor
NCT01328210,Metabolic Diseases,mesh-ancestor
NCT01329731,Exanthema,mesh-list
NCT01329731,Skin Diseases,mesh-ancestor
NCT01330485,Depressive Disorder,mesh-list
NCT01330485,Depression,mesh-list
NCT01330485,"Depressive Disorder, Major",mesh-list
NCT01330485,Mood Disorders,mesh-ancestor
NCT01330485,Mental Disorders,mesh-ancestor
NCT01330485,Behavioral Symptoms,mesh-ancestor
NCT01330823,Pancreatic Neoplasms,mesh-list
NCT01330823,Neoplasms,mesh-ancestor
NCT01330823,Digestive System Neoplasms,mesh-ancestor
NCT01330823,Neoplasms by Site,mesh-ancestor
NCT01330823,Endocrine Gland Neoplasms,mesh-ancestor
NCT01330823,Digestive System Diseases,mesh-ancestor
NCT01330823,Pancreatic Diseases,mesh-ancestor
NCT01330823,Endocrine System Diseases,mesh-ancestor
NCT01331473,Carotid Stenosis,mesh-list
NCT01331473,Carotid Artery Diseases,mesh-ancestor
NCT01331473,Cerebrovascular Disorders,mesh-ancestor
NCT01331473,Brain Diseases,mesh-ancestor
NCT01331473,Central Nervous System Diseases,mesh-ancestor
NCT01331473,Nervous System Diseases,mesh-ancestor
NCT01331473,Arterial Occlusive Diseases,mesh-ancestor
NCT01331473,Vascular Diseases,mesh-ancestor
NCT01331473,Cardiovascular Diseases,mesh-ancestor
NCT01338922,Diabetes Mellitus,mesh-list
NCT01338922,"Diabetes Mellitus, Type 1",mesh-list
NCT01338922,Glucose Metabolism Disorders,mesh-ancestor
NCT01338922,Metabolic Diseases,mesh-ancestor
NCT01338922,Endocrine System Diseases,mesh-ancestor
NCT01338922,Autoimmune Diseases,mesh-ancestor
NCT01338922,Immune System Diseases,mesh-ancestor
NCT01339026,Cardiovascular Diseases,mesh-list
NCT01339026,Acute Coronary Syndrome,mesh-list
NCT01339026,Syndrome,mesh-list
NCT01339026,Disease,mesh-ancestor
NCT01339026,Pathologic Processes,mesh-ancestor
NCT01339026,Myocardial Ischemia,mesh-ancestor
NCT01339026,Heart Diseases,mesh-ancestor
NCT01339026,Vascular Diseases,mesh-ancestor
NCT01339819,Atrial Fibrillation,mesh-list
NCT01339819,"Arrhythmias, Cardiac",mesh-ancestor
NCT01339819,Heart Diseases,mesh-ancestor
NCT01339819,Cardiovascular Diseases,mesh-ancestor
NCT01339819,Pathologic Processes,mesh-ancestor
NCT01343602,Stroke,mesh-list
NCT01343602,Cerebrovascular Disorders,mesh-ancestor
NCT01343602,Brain Diseases,mesh-ancestor
NCT01343602,Central Nervous System Diseases,mesh-ancestor
NCT01343602,Nervous System Diseases,mesh-ancestor
NCT01343602,Vascular Diseases,mesh-ancestor
NCT01343602,Cardiovascular Diseases,mesh-ancestor
NCT01347567,Heart Failure,mesh-list
NCT01347567,"Heart Failure, Systolic",mesh-list
NCT01347567,Heart Diseases,mesh-ancestor
NCT01347567,Cardiovascular Diseases,mesh-ancestor
NCT01350986,Disease,mesh-list
NCT01350986,Attention Deficit Disorder with Hyperactivity,mesh-list
NCT01350986,Mental Disorders,mesh-list
NCT01350986,Problem Behavior,mesh-list
NCT01350986,Attention Deficit and Disruptive Behavior Disorders,mesh-list
NCT01350986,Pathologic Processes,mesh-ancestor
NCT01350986,Neurodevelopmental Disorders,mesh-ancestor
NCT01350986,Behavioral Symptoms,mesh-ancestor
NCT01352702,Atrial Fibrillation,mesh-list
NCT01352702,Heart Diseases,mesh-list
NCT01352702,Acute Coronary Syndrome,mesh-list
NCT01352702,Atherosclerosis,mesh-list
NCT01352702,Coronary Disease,mesh-list
NCT01352702,Coronary Artery Disease,mesh-list
NCT01352702,Myocardial Ischemia,mesh-list
NCT01352702,"Arrhythmias, Cardiac",mesh-ancestor
NCT01352702,Cardiovascular Diseases,mesh-ancestor
NCT01352702,Pathologic Processes,mesh-ancestor
NCT01352702,Vascular Diseases,mesh-ancestor
NCT01352702,Arteriosclerosis,mesh-ancestor
NCT01352702,Arterial Occlusive Diseases,mesh-ancestor
NCT01355835,Parkinson Disease,mesh-list
NCT01355835,Parkinsonian Disorders,mesh-ancestor
NCT01355835,Basal Ganglia Diseases,mesh-ancestor
NCT01355835,Brain Diseases,mesh-ancestor
NCT01355835,Central Nervous System Diseases,mesh-ancestor
NCT01355835,Nervous System Diseases,mesh-ancestor
NCT01355835,Movement Disorders,mesh-ancestor
NCT01355835,Synucleinopathies,mesh-ancestor
NCT01355835,Neurodegenerative Diseases,mesh-ancestor
NCT01368471,Myocardial Infarction,mesh-list
NCT01368471,Infarction,mesh-list
NCT01368471,Ischemia,mesh-ancestor
NCT01368471,Pathologic Processes,mesh-ancestor
NCT01368471,Necrosis,mesh-ancestor
NCT01368471,Myocardial Ischemia,mesh-ancestor
NCT01368471,Heart Diseases,mesh-ancestor
NCT01368471,Cardiovascular Diseases,mesh-ancestor
NCT01368471,Vascular Diseases,mesh-ancestor
NCT01378078,Schizophrenia,mesh-list
NCT01378078,Schizophrenia Spectrum and Other Psychotic Disorders,mesh-ancestor
NCT01378078,Mental Disorders,mesh-ancestor
NCT01379248,Myocardial Infarction,mesh-list
NCT01379248,Infarction,mesh-list
NCT01379248,Ischemia,mesh-ancestor
NCT01379248,Pathologic Processes,mesh-ancestor
NCT01379248,Necrosis,mesh-ancestor
NCT01379248,Myocardial Ischemia,mesh-ancestor
NCT01379248,Heart Diseases,mesh-ancestor
NCT01379248,Cardiovascular Diseases,mesh-ancestor
NCT01379248,Vascular Diseases,mesh-ancestor
NCT01381198,Cerebral Palsy,mesh-list
NCT01381198,"Brain Damage, Chronic",mesh-ancestor
NCT01381198,Brain Diseases,mesh-ancestor
NCT01381198,Central Nervous System Diseases,mesh-ancestor
NCT01381198,Nervous System Diseases,mesh-ancestor
NCT01384058,Diabetes Mellitus,mesh-list
NCT01384058,"Diabetes Mellitus, Type 2",mesh-list
NCT01384058,Hypercholesterolemia,mesh-list
NCT01384058,Glucose Metabolism Disorders,mesh-ancestor
NCT01384058,Metabolic Diseases,mesh-ancestor
NCT01384058,Endocrine System Diseases,mesh-ancestor
NCT01384058,Hyperlipidemias,mesh-ancestor
NCT01384058,Dyslipidemias,mesh-ancestor
NCT01384058,Lipid Metabolism Disorders,mesh-ancestor
NCT01387048,Acne Vulgaris,mesh-list
NCT01387048,Acneiform Eruptions,mesh-ancestor
NCT01387048,Skin Diseases,mesh-ancestor
NCT01387048,Sebaceous Gland Diseases,mesh-ancestor
NCT01388231,Phobic Disorders,mesh-list
NCT01388231,"Phobia, Social",mesh-list
NCT01388231,Anxiety Disorders,mesh-ancestor
NCT01388231,Mental Disorders,mesh-ancestor
NCT01389375,Coronary Artery Disease,mesh-list
NCT01389375,Coronary Disease,mesh-ancestor
NCT01389375,Myocardial Ischemia,mesh-ancestor
NCT01389375,Heart Diseases,mesh-ancestor
NCT01389375,Cardiovascular Diseases,mesh-ancestor
NCT01389375,Arteriosclerosis,mesh-ancestor
NCT01389375,Arterial Occlusive Diseases,mesh-ancestor
NCT01389375,Vascular Diseases,mesh-ancestor
NCT01391338,Prostatitis,mesh-list
NCT01391338,Syndrome,mesh-list
NCT01391338,Pelvic Pain,mesh-list
NCT01391338,Disease,mesh-ancestor
NCT01391338,Pathologic Processes,mesh-ancestor
NCT01391338,Pain,mesh-ancestor
NCT01391338,Neurologic Manifestations,mesh-ancestor
NCT01391338,Prostatic Diseases,mesh-ancestor
NCT01393067,"Constriction, Pathologic",mesh-list
NCT01393067,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01400022,Vulvar Lichen Sclerosus,mesh-list
NCT01400022,Lichen Sclerosus et Atrophicus,mesh-list
NCT01400022,Lichenoid Eruptions,mesh-ancestor
NCT01400022,"Skin Diseases, Papulosquamous",mesh-ancestor
NCT01400022,Skin Diseases,mesh-ancestor
NCT01400022,Vulvar Diseases,mesh-ancestor
NCT01400100,Pancreatic Fistula,mesh-list
NCT01400100,Fistula,mesh-list
NCT01400100,"Pathological Conditions, Anatomical",mesh-ancestor
NCT01400100,Digestive System Fistula,mesh-ancestor
NCT01400100,Digestive System Diseases,mesh-ancestor
NCT01400100,Pancreatic Diseases,mesh-ancestor
NCT01401296,Depression,mesh-list
NCT01401296,Depressive Disorder,mesh-list
NCT01401296,Behavioral Symptoms,mesh-ancestor
NCT01401296,Mood Disorders,mesh-ancestor
NCT01401296,Mental Disorders,mesh-ancestor
NCT01402739,Hemorrhage,mesh-list
NCT01402739,Pathologic Processes,mesh-ancestor
NCT01406067,Aggression,mesh-list
NCT01406067,Attention Deficit and Disruptive Behavior Disorders,mesh-list
NCT01406067,Behavioral Symptoms,mesh-ancestor
NCT01406067,Neurodevelopmental Disorders,mesh-ancestor
NCT01406067,Mental Disorders,mesh-ancestor
NCT01407055,Heart Diseases,mesh-list
NCT01407055,Coronary Disease,mesh-list
NCT01407055,Coronary Artery Disease,mesh-list
NCT01407055,Myocardial Ischemia,mesh-list
NCT01407055,Cardiovascular Diseases,mesh-ancestor
NCT01407055,Vascular Diseases,mesh-ancestor
NCT01407055,Arteriosclerosis,mesh-ancestor
NCT01407055,Arterial Occlusive Diseases,mesh-ancestor
NCT01407887,Malaria,mesh-list
NCT01407887,"Malaria, Falciparum",mesh-list
NCT01407887,Protozoan Infections,mesh-ancestor
NCT01407887,Parasitic Diseases,mesh-ancestor
NCT01407887,Infections,mesh-ancestor
NCT01407887,Vector Borne Diseases,mesh-ancestor
NCT01409330,Diabetes Mellitus,mesh-list
NCT01409330,"Diabetes Mellitus, Type 2",mesh-list
NCT01409330,Glucose Metabolism Disorders,mesh-ancestor
NCT01409330,Metabolic Diseases,mesh-ancestor
NCT01409330,Endocrine System Diseases,mesh-ancestor
NCT01409720,Neoplasm Metastasis,mesh-list
NCT01409720,"Neoplasms, Second Primary",mesh-list
NCT01409720,Bone Neoplasms,mesh-list
NCT01409720,Bone Marrow Diseases,mesh-list
NCT01409720,Neoplastic Processes,mesh-ancestor
NCT01409720,Neoplasms,mesh-ancestor
NCT01409720,Pathologic Processes,mesh-ancestor
NCT01409720,Neoplasms by Site,mesh-ancestor
NCT01409720,Bone Diseases,mesh-ancestor
NCT01409720,Musculoskeletal Diseases,mesh-ancestor
NCT01409720,Hematologic Diseases,mesh-ancestor
NCT01411566,Substance-Related Disorders,mesh-list
NCT01411566,Psychotic Disorders,mesh-list
NCT01411566,Mental Disorders,mesh-list
NCT01411566,Schizophrenia Spectrum and Other Psychotic Disorders,mesh-ancestor
NCT01411566,Chemically-Induced Disorders,mesh-ancestor
NCT01412320,Kidney Diseases,mesh-list
NCT01412320,"Kidney Failure, Chronic",mesh-list
NCT01412320,Urologic Diseases,mesh-ancestor
NCT01412320,"Renal Insufficiency, Chronic",mesh-ancestor
NCT01412320,Renal Insufficiency,mesh-ancestor
NCT01414231,"Leukemia, Myeloid",mesh-list
NCT01414231,"Leukemia, Myeloid, Acute",mesh-list
NCT01414231,Leukemia,mesh-ancestor
NCT01414231,Neoplasms by Histologic Type,mesh-ancestor
NCT01414231,Neoplasms,mesh-ancestor
NCT01415622,Venous Insufficiency,mesh-list
NCT01415622,Vascular Diseases,mesh-ancestor
NCT01415622,Cardiovascular Diseases,mesh-ancestor
NCT01415804,"Aneurysm, Dissecting",mesh-list
NCT01415804,Aneurysm,mesh-ancestor
NCT01415804,Vascular Diseases,mesh-ancestor
NCT01415804,Cardiovascular Diseases,mesh-ancestor
NCT01417312,Multiple Sclerosis,mesh-list
NCT01417312,"Multiple Sclerosis, Relapsing-Remitting",mesh-list
NCT01417312,Sclerosis,mesh-list
NCT01417312,Pathologic Processes,mesh-ancestor
NCT01417312,"Demyelinating Autoimmune Diseases, CNS",mesh-ancestor
NCT01417312,Autoimmune Diseases of the Nervous System,mesh-ancestor
NCT01417312,Nervous System Diseases,mesh-ancestor
NCT01417312,Demyelinating Diseases,mesh-ancestor
NCT01417312,Autoimmune Diseases,mesh-ancestor
NCT01417312,Immune System Diseases,mesh-ancestor
NCT01417949,HIV Infections,mesh-list
NCT01417949,Blood-Borne Infections,mesh-ancestor
NCT01417949,Communicable Diseases,mesh-ancestor
NCT01417949,Infections,mesh-ancestor
NCT01417949,"Sexually Transmitted Diseases, Viral",mesh-ancestor
NCT01417949,Sexually Transmitted Diseases,mesh-ancestor
NCT01417949,Lentivirus Infections,mesh-ancestor
NCT01417949,Retroviridae Infections,mesh-ancestor
NCT01417949,RNA Virus Infections,mesh-ancestor
NCT01417949,Virus Diseases,mesh-ancestor
NCT01417949,Immunologic Deficiency Syndromes,mesh-ancestor
NCT01417949,Immune System Diseases,mesh-ancestor
NCT01418053,Irritable Bowel Syndrome,mesh-list
NCT01418053,Syndrome,mesh-list
NCT01418053,Disease,mesh-ancestor
NCT01418053,Pathologic Processes,mesh-ancestor
NCT01418053,"Colonic Diseases, Functional",mesh-ancestor
NCT01418053,Colonic Diseases,mesh-ancestor
NCT01418053,Intestinal Diseases,mesh-ancestor
NCT01418053,Gastrointestinal Diseases,mesh-ancestor
NCT01418053,Digestive System Diseases,mesh-ancestor
NCT01418066,Irritable Bowel Syndrome,mesh-list
NCT01418066,Syndrome,mesh-list
NCT01418066,Diarrhea,mesh-list
NCT01418066,Disease,mesh-ancestor
NCT01418066,Pathologic Processes,mesh-ancestor
NCT01418066,"Signs and Symptoms, Digestive",mesh-ancestor
NCT01418066,"Colonic Diseases, Functional",mesh-ancestor
NCT01418066,Colonic Diseases,mesh-ancestor
NCT01418066,Intestinal Diseases,mesh-ancestor
NCT01418066,Gastrointestinal Diseases,mesh-ancestor
NCT01418066,Digestive System Diseases,mesh-ancestor
NCT01420744,Pneumonia,mesh-list
NCT01420744,Respiratory Tract Infections,mesh-ancestor
NCT01420744,Infections,mesh-ancestor
NCT01420744,Lung Diseases,mesh-ancestor
NCT01420744,Respiratory Tract Diseases,mesh-ancestor
NCT01426880,Breast Neoplasms,mesh-list
NCT01426880,Inflammatory Breast Neoplasms,mesh-list
NCT01426880,"Carcinoma, Ductal, Breast",mesh-list
NCT01426880,Neoplasms by Site,mesh-ancestor
NCT01426880,Neoplasms,mesh-ancestor
NCT01426880,Breast Diseases,mesh-ancestor
NCT01426880,Skin Diseases,mesh-ancestor
NCT01426880,"Carcinoma, Ductal",mesh-ancestor
NCT01426880,Adenocarcinoma,mesh-ancestor
NCT01426880,Carcinoma,mesh-ancestor
NCT01426880,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01426880,Neoplasms by Histologic Type,mesh-ancestor
NCT01426880,"Neoplasms, Ductal, Lobular, and Medullary",mesh-ancestor
NCT01433523,Asthma,mesh-list
NCT01433523,Bronchial Diseases,mesh-ancestor
NCT01433523,Respiratory Tract Diseases,mesh-ancestor
NCT01433523,"Lung Diseases, Obstructive",mesh-ancestor
NCT01433523,Lung Diseases,mesh-ancestor
NCT01433523,Respiratory Hypersensitivity,mesh-ancestor
NCT01433523,"Hypersensitivity, Immediate",mesh-ancestor
NCT01433523,Hypersensitivity,mesh-ancestor
NCT01433523,Immune System Diseases,mesh-ancestor
NCT01434589,"Behavior, Addictive",mesh-list
NCT01434589,Compulsive Behavior,mesh-ancestor
NCT01434589,Impulsive Behavior,mesh-ancestor
NCT01435226,Hepatitis A,mesh-list
NCT01435226,Hepatitis C,mesh-list
NCT01435226,"Hepatitis C, Chronic",mesh-list
NCT01435226,Hepatitis,mesh-list
NCT01435226,Infections,mesh-ancestor
NCT01435226,Liver Diseases,mesh-ancestor
NCT01435226,Digestive System Diseases,mesh-ancestor
NCT01435226,"Hepatitis, Viral, Human",mesh-ancestor
NCT01435226,Virus Diseases,mesh-ancestor
NCT01435226,Enterovirus Infections,mesh-ancestor
NCT01435226,Picornaviridae Infections,mesh-ancestor
NCT01435226,RNA Virus Infections,mesh-ancestor
NCT01435226,Blood-Borne Infections,mesh-ancestor
NCT01435226,Communicable Diseases,mesh-ancestor
NCT01435226,Flaviviridae Infections,mesh-ancestor
NCT01435226,"Hepatitis, Chronic",mesh-ancestor
NCT01437930,Hypertriglyceridemia,mesh-list
NCT01437930,Hyperlipidemias,mesh-ancestor
NCT01437930,Dyslipidemias,mesh-ancestor
NCT01437930,Lipid Metabolism Disorders,mesh-ancestor
NCT01437930,Metabolic Diseases,mesh-ancestor
NCT01438463,Rhinitis,mesh-list
NCT01438463,"Rhinitis, Allergic",mesh-list
NCT01438463,Conjunctivitis,mesh-list
NCT01438463,Respiratory Tract Infections,mesh-ancestor
NCT01438463,Infections,mesh-ancestor
NCT01438463,Nose Diseases,mesh-ancestor
NCT01438463,Respiratory Tract Diseases,mesh-ancestor
NCT01438463,Otorhinolaryngologic Diseases,mesh-ancestor
NCT01438463,Respiratory Hypersensitivity,mesh-ancestor
NCT01438463,"Hypersensitivity, Immediate",mesh-ancestor
NCT01438463,Hypersensitivity,mesh-ancestor
NCT01438463,Immune System Diseases,mesh-ancestor
NCT01438463,Conjunctival Diseases,mesh-ancestor
